id,object_id,cog_x,cog_y,cog_z,weight,mat,assieme,end1,end2,nested,object_type,subasm,locazione,t,length,length2,incr1,incr2,idn,costr,block,type
534357,e4c11c91-4a70-40d4-a885-c00257e7438a,13460,0,451,0.9,AH36,B50,BF30,BF30,false,stiffner,G01,FR_13.5,FLAT,227,-,0,0,844,14146,BL02,FB80x6
534367,29164117-a1da-40dd-b00f-8a1a50b93b05,13456,697,1450,6.6,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,288,14146,BL02,THK6
534376,472c79a6-644e-4deb-9f59-f21c3a2e6526,13453,697,2598,3.1,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,284,14146,BL02,THK6
534385,0544b705-c43b-4d20-a9a2-e1944f0a8cbb,13460,3540,2630,2.8,AH36,B50,BF30,BF30,false,stiffner,G01,FR_13.5,FLAT,740,-,0,0,835,14146,BL02,FB80x6
534394,09e38ea4-6977-4537-bf0c-a2c3645397b5,13453,-697,2598,3.1,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,284,14146,BL02,THK6
534405,3197977a-a8ad-499e-8882-89beeba40404,13456,-2502,1588,5.6,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,283,14146,BL02,THK6
534415,297e5c75-6063-4eea-8274-3b0f48328585,13436,-3312,1840,9.5,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,281,14146,BL02,THK12
534425,3c3fd86c-e08e-4c8b-b6c8-82b661f1db9e,13397,-3313,3699,4.1,AH36,B12,BF10+30,BF10,false,stiffner,G01,LONGDEV_2560-3310SB,FLAT,1458,-,0,0,832,14146,BL02,FB60x6
534434,d5831d82-228a-41f0-a62c-5c6aa3718d78,13460,2847,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534444,9b250a88-d03f-4cf7-b26f-dcf1599dab7c,13460,-2157,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534451,3d06b52f-4bf5-4ac3-963f-9dc46fb0f088,13450,0,3702,5.6,AH36,B02,-,-,false,part,G01,LONG_CL,FLAT,0,-,0,0,268,14146,BL02,THK5
534459,70f40875-5733-424a-bfb8-23998c764253,13460,-3067,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534468,119809e0-7fef-4ecf-87cc-e0529447b355,6547,3542,2245,1.7,AH36,B19,BI02,BF30,false,stiffner,G01,FR_6.5,FLAT,334,-,0,0,619,14146,BL02,FB80x8
534477,ef3f576a-26e1-472e-b1a5-0bb758998220,8003,4195,3604,8.3,AH36,B25,-,-,false,part,G01,FR_8,FLAT,0,-,0,0,143,14146,BL02,THK7
534487,8e9d694e-cc59-4efb-b402-a775f8a07dc0,7463,2890,2376,4.6,AH36,B13,BF30,BF30,false,stiffner,G01,LONG_2850PS,FLAT,913,-,0,0,555,14146,BL02,FB80x8
534495,2399f5a3-b3cf-4711-a50b-a6953d2f1a58,7960,-2960,1944,1.1,AH36,B24,BF30,BF30,false,stiffner,G01,FR_8,FLAT,220,-,0,0,635,14146,BL02,FB80x8
534504,f8587881-3948-4276-83d7-85d0d93b40dc,7504,-4124,3511,4.1,AH36,B23,BF10+30,BF10,false,stiffner,G01,FR_7.5,"BENT - 149,999999999172",1085,-,0,0,671,14146,BL02,FB60x8
534514,9f76293e-adc3-410e-8b2c-c7f0d66f8803,7504,3362,2018,3.3,AH36,B22,BF10,BF10,false,stiffner,G01,FR_7.5,"BENT - 200,000000000242",889,-,0,0,598,14146,BL02,FB60x8
534524,bebce26c-8055-4d8f-9614-34c4b233d614,7004,4119,3511,4.1,AH36,B21,BF10+30,BF10,false,stiffner,G01,FR_7,"BENT - 150,000000001293",1085,-,0,0,663,14146,BL02,FB60x8
534534,b41e8978-0394-4746-bbde-3c288817224b,6497,-2877,1915,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,317,14146,BL02,THK7
534542,760799a4-7447-4aca-b109-d146d0261693,6504,-4113,3523,4.2,AH36,B18,BF10+30,BF10,false,stiffner,G01,FR_6.5,BENT - 149.999999999771,1111,-,0,0,662,14146,BL02,FB60x8
534552,b78b16ff-0fde-4275-a9e9-982d5f289407,6503,-3378,2262,30.5,AH36,B19,-,-,false,part,G01,FR_6.5,FLAT,0,-,0,0,88,14146,BL02,THK7
534071,ff154609-b4ac-4f66-b345-ff6a0d80b5c5,10004,4182,2457,186.6,AH36,D01,-,-,false,part,G01,SHELL,BENT UNREGULAR,0,-,0,0,7011,14146,BL02,THK15
534080,c31003fb-9ca8-4b0a-b31b-843b7b8deb70,10063,-4277,3757,740.2,AH36,D02,-,-,false,part,G01,SHELL,BENT UNREGULAR,0,-,0,0,7010,14146,BL02,THK8
534090,9fc922a3-829a-4bd1-a698-66fe8bbeb5ef,6145,-2566,4427,0.5,AH36,B12,-,-,false,part,G01,LONGDEV_2560-3310SB,FLAT,0,-,0,0,94,14146,BL02,THK5
534100,8eb6cef5-6104-442f-b66e-d4279095fb56,11609,-1935,1296,272.8,AH36,B08,-,-,false,part,G01,LONG_1940,FLAT,0,-,0,0,53,14146,BL02,THK10
534109,49329127-da30-4ec6-88e0-7bddec436415,8480,-697,1394,0.7,AH36,B28,BI02,BF30,false,stiffner,G01,FR5_8.5,FLAT,453,-,0,0,712,14146,BL02,FB40x5
534117,3fd89d54-ea62-41e6-9eb0-07f3f6d1f19c,10003,-4145,3725,5.7,AH36,B34,BF10+30,BF10,false,stiffner,G01,FR_10,"BENT - 150,000000000059",1511,-,0,0,726,14146,BL02,FB60x8
534126,5dc65c51-4dbf-4e50-a544-3b28e1675dcb,11001,1796,4509,7.1,AH36,E05,-,-,false,part,G01,H.4550,FLAT,0,-,0,0,267,14146,BL02,THK7
534136,b1e8031a-5edf-4158-8f71-759a2c5019d3,11001,-1796,4509,7.1,AH36,E05,-,-,false,part,G01,H.4550,FLAT,0,-,0,0,267,14146,BL02,THK7
534146,361b93fc-7bdc-4c8f-bb92-a47d31623d79,6055,1938,3368,8.7,AH36,B09,-,-,false,part,G01,LONG_1940,FLAT,0,-,0,0,301,14146,BL02,THK5
534155,73aa6096-73b0-4191-a4df-1cdaadf1d023,10423,-1585,4677,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,329,14146,BL02,THK7
534165,2c1c250f-1043-48f7-a72a-e4b8cb38db76,5996,3935,4225,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,323,14146,BL02,THK7
534174,94ac7e7d-01f3-48b9-86bd-fc2d3204badf,5997,-2088,1847,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,126,14146,BL02,THK7
534183,3cf2213b-d683-4f35-8e86-4f391eb9af24,11996,-3723,1592,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,321,14146,BL02,THK7
534193,690da8da-ade2-4776-8bfc-300466812e8f,11495,-1013,692,0.3,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,320,14146,BL02,THK10
534200,d19290cb-28d7-4b2c-b6f5-187f7d0689b3,6514,3038,4064,3.9,AH36,B52,BF10,BF10,false,stiffner,G01,BOX,FLAT,1057,-,0,0,884,14146,BL02,L50x50x5
534210,03e1536c-d936-4be6-8643-62aae0b9c132,7976,-2855,1696,0.2,AH36,*,-,-,false,part,G01,misc,FLAT,0,-,0,0,266,14146,BL02,THK10
534218,f627c6e5-3302-42d7-bcc0-1c67a27e498b,9254,-4234,2948,1,AH36,D01,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,875,14146,BL02,FB60x5
534228,d94337ed-e029-4bc4-bfcf-29902561353e,8741,-4229,2948,1.1,AH36,D01,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,468,-,0,0,874,14146,BL02,FB60x5
534235,91e2cf67-28fb-4b4c-973a-91986298bb12,6254,-4213,3718,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,575,14146,BL02,FB60x5
534245,bd684538-01ba-488f-93ad-88ea7d3e3086,9254,4234,2948,1,AH36,D01,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,875,14146,BL02,FB60x5
534255,463205cb-81f9-45ba-b258-f1316e052646,12754,4261,3648,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,872,14146,BL02,FB60x5
534264,4ea7b089-c7dd-4ff3-9497-897323747150,6047,-3346,2272,2,AH36,B17,BI02,BI02,false,stiffner,G01,FR_6,FLAT,406,-,0,0,859,14146,BL02,FB80x8
534273,6545e58a-3c50-43ad-a96c-f4477bfb4bec,6047,3096,2244,2.3,AH36,B17,BI02,BI02,false,stiffner,G01,FR_6,FLAT,461,-,0,0,860,14146,BL02,FB80x8
534283,cbf69c26-9761-4b30-9f83-b6de9356d6a4,6047,-3641,3716,7.5,AH36,B16,BF30+30,BI02,false,stiffner,A01,FR_6,FLAT,1491,-,0,0,577,14146,BL02,FB80x8
534292,16e25c32-aa97-422f-a1b3-11e7231c99b7,6047,3346,3525,5.6,AH36,B16,BF30+30,BI02,false,stiffner,A01,FR_6,FLAT,1110,-,0,0,576,14146,BL02,FB80x8
534300,9a972b5f-9c33-4d1a-8b66-f8c0fb5d6beb,8078,-552,4267,0.8,AH36,B27,BF30,BF30,false,stiffner,G01,FR_8+100,FLAT,470,-,0,0,853,14146,BL02,FB45x5
534310,9d377c52-c1e4-4d09-b06f-481278f4bab6,12755,-3767,1586,4.9,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,293,14146,BL02,THK12
534318,21d9179a-f3c6-4c41-a9f3-2862584b3858,13266,-3276,1191,5.2,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,298,14146,BL02,THK12
534328,670ba8ba-260b-4455-8c1c-e27162db0be6,6996,-2845,2149,91.4,AH36,B14,-,-,false,part,G01,LONG_2850SB,FLAT,0,-,0,0,265,14146,BL02,THK10
534337,9fe7c481-907f-49b8-8c19-7da9855a164e,12792,3496,1384,6.1,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,295,14146,BL02,THK12
534346,f099c62f-125a-4542-98ac-01edc5f7b0e9,12816,3218,1285,3.1,AH36,B52,BF10+50,BF10,false,stiffner,G01,FIN_STUCTURES,FLAT,295,-,0,0,656,14146,BL02,FB90x15
534355,35478d22-844f-450b-9d41-f5ba6eb7d34b,13588,4111,2858,3.5,AH36,E06,-,-,false,part,G01,H_2860,FLAT,0,-,0,0,291,14146,BL02,THK7
534365,2b9d6efa-9f3e-421f-886f-38f0ea9f4b31,8104,1913,2157,3.8,AH36,B26,BF10,BF10,false,stiffner,G01,FR_8+100,"BENT - 49,9999999998189",751,-,0,0,693,14146,BL02,FB80x8
534374,4f81f610-a6dc-44d0-9065-b765805f92fe,13456,-2157,1535,6,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,285,14146,BL02,THK6
534384,9fa14a92-ca3e-416f-9afe-6526543c0130,13460,3790,2630,2.8,AH36,B50,BF30,BF30,false,stiffner,G01,FR_13.5,FLAT,740,-,0,0,835,14146,BL02,FB80x6
534393,9738df1d-5f1d-4565-8d45-a43df2b4b9ca,13453,-347,2598,3.1,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,284,14146,BL02,THK6
534403,3a4c1130-1e6d-4479-af4c-075a0681dc4c,13345,0,2255,35.1,AH36,B50,BL04,BL04,false,stiffner,G01,FR_13.5,FLAT,5590,-,0,0,834,14146,BL02,FB80x10
534413,0897ab6a-564a-434a-8793-b00d1c72b62c,13438,-3064,1791,10.4,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,282,14146,BL02,THK12
534421,fe507aea-febd-4561-ba9b-0c273c3ec01c,13397,3313,3699,4.1,AH36,B11,BF10+30,BF10,false,stiffner,G01,LONGDEV_2560-3310PS,FLAT,1458,-,0,0,833,14146,BL02,FB60x6
534431,64be68ee-c56d-439b-8b56-740d8a7fad00,13460,1337,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534440,07dfcb61-8689-4c01-aaf5-456452288fb1,13460,-697,3700,5.5,AH36,B53,BF30+30,BF30,false,stiffner,G01,FR_13.5,FLAT,1460,-,0,0,831,14146,BL02,FB80x6
534449,1a1b9f73-026d-4618-80e2-8c6a531ea44a,13497,4275,4602,0.1,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,271,14146,BL02,THK5
534461,7a244f35-91a6-4671-b3de-d4ff866b0cb7,13460,-3790,3794,6.2,AH36,B53,BF30+30,BI02,false,stiffner,G01,FR_13.5,FLAT,1648,-,0,0,828,14146,BL02,FB80x6
534471,e3602d40-f017-4da0-857c-16b45f1bcadf,6547,-3542,2245,1.7,AH36,B19,BI02,BF30,false,stiffner,G01,FR_6.5,FLAT,334,-,0,0,619,14146,BL02,FB80x8
534481,e69c3377-341d-493a-a549-dc99b73a81e1,8004,4086,2751,2,AH36,B24,BF10,BF10,false,stiffner,G01,FR_8,"BENT - 149,999999999868",526,-,0,0,660,14146,BL02,FB60x8
534491,30b1fd0d-a130-4a94-affa-d02e0c3d9db7,7960,3074,2117,3.6,AH36,B24,BI02,BI02,false,stiffner,G01,FR_8,FLAT,715,-,0,0,674,14146,BL02,FB80x8
534500,2f94d7f7-806e-4d18-a0a6-19db9766f81e,7960,-3306,2156,3.2,AH36,B24,BI02,BI02,false,stiffner,G01,FR_8,FLAT,638,-,0,0,673,14146,BL02,FB80x8
534508,95b1d93b-bf3b-47a8-a77a-ff762ae1e9bc,7503,-4079,2751,2,AH36,B22,BF10,BF10,false,stiffner,G01,FR_7.5,"BENT - 149,999999999656",529,-,0,0,613,14146,BL02,FB60x8
534517,a036c744-51eb-4077-ad3e-264ee60e2c3f,7503,-2354,1701,5.7,AH36,B22,-,-,false,part,G01,FR_7.5,FLAT,0,-,0,0,107,14146,BL02,THK7
534527,f2e67216-682a-4e3b-83f2-0b3d687e39be,7004,-4069,2751,2,AH36,B20,BF10,BF10,false,stiffner,G01,FR_7,"BENT - 149,999999999125",533,-,0,0,564,14146,BL02,FB60x8
534537,34e51061-70d8-4136-b36d-3ea1f994ce5c,6547,3774,2320,1.6,AH36,B19,BI02,BI02,false,stiffner,G01,FR_6.5,FLAT,310,-,0,0,620,14146,BL02,FB80x8
534547,c3467fa0-6b81-4af4-a329-6c268cd4f3b2,6503,-4179,3616,8.5,AH36,B18,-,-,false,part,G01,FR_6.5,FLAT,0,-,0,0,109,14146,BL02,THK7
534556,5b9a1ca5-b6d5-4b76-912d-2044a87c0003,8503,-2552,4493,4.5,AH36,B29,BF10,BF10_67°,false,stiffner,G01,FR_8.5,BENT UNREGULAR,712,-,0,0,513,14146,BL02,FB100x8
534072,26ae6060-bb92-4b12-9948-9628dc875663,7613,4140,2513,283.8,AH36,D01,-,-,false,part,G01,SHELL,BENT UNREGULAR,0,-,0,0,7004,14146,BL02,THK9
534082,82794de4-78eb-4ff6-bb21-369df53e1c50,12209,-3219,1294,4.2,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,296,14146,BL02,THK12
534092,5576ae18-bc66-4d12-b757-34be78232fd0,6047,-2564,3728,7.6,AH36,B16,BF30+30,BF30,false,stiffner,A01,FR_6,FLAT,1516,-,0,0,563,14146,BL02,FB80x8
534102,e223887b-02ff-4e1f-949a-bad3eb28bc01,8102,289,4435,72.7,AH36,B27,-,-,false,part,G01,FR_8+100,FLAT,0,-,0,0,147,14146,BL02,THK5
534113,5e3d45a5-f24c-48f4-9dc3-706cdff081ea,8480,697,1394,0.7,AH36,B28,BI02,BF30,false,stiffner,G01,FR5_8.5,FLAT,453,-,0,0,712,14146,BL02,FB40x5
534123,c0ba45f6-4d50-4625-9447-d65a0f69e06e,10807,0,4553,157.3,AH36,E05,-,-,false,part,G01,H.4550,FLAT,0,-,0,0,18,14146,BL02,THK6
534132,33928a9e-4fc1-4a26-871b-730b61ab41bf,10960,356,4436,3.8,AH36,E05,BF10,BF10,false,stiffner,G01,H.4550,FLAT,1007,-,0,0,739,14146,BL02,FB60x8
534141,fd742434-cdf1-4a7c-8d93-28ca91b23fcb,10960,-356,4436,3.8,AH36,E05,BF10,BF10,false,stiffner,G01,H.4550,FLAT,1007,-,0,0,739,14146,BL02,FB60x8
534151,c72331c5-bf8e-4496-bd11-727ebca4fcff,13496,3696,1401,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,332,14146,BL02,THK7
534160,d36fa1ee-4d33-4dfa-9fa6-7c93420d196d,5997,-3084,4659,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,327,14146,BL02,THK7
534171,30fee2b6-1a5e-4070-a020-376a7b2070bd,5997,0,1547,1.7,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,324,14146,BL02,THK7
534181,18b5bfe5-3902-4922-9d3b-0cf932fd3800,12506,3855,1858,23.7,AH36,B47,-,-,false,part,G01,FR_12.5,FLAT,0,-,0,0,237,14146,BL02,THK12
534189,ddde454f-34d4-4d00-8a6c-f0649cc8a8cf,11537,-355,558,0.3,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,312,14146,BL02,THK10
534201,61b75744-db55-4bfd-b3d2-33f0030bc50a,7014,3553,4315,2,AH36,B52,BF10,BF10,false,stiffner,G01,BOX,FLAT,530,-,0,0,885,14146,BL02,L50x50x5
534212,96e42cbe-77b4-4d5e-9186-48388bb1eeab,7976,2855,1696,0.2,AH36,*,-,-,false,part,G01,misc,FLAT,0,-,0,0,266,14146,BL02,THK10
534222,92e5935e-582b-40e8-ab5d-cfe014b7d936,13254,-4259,2948,1,AH36,D01,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,883,14146,BL02,FB60x5
534234,4bc974e3-80a9-4b80-992a-ffc81995d6fa,11754,-4256,3648,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,870,14146,BL02,FB60x5
534243,1ad7de0f-df56-42ff-872b-60aa0492e280,8754,4235,3648,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,864,14146,BL02,FB60x5
534251,41b7acd0-55ac-41f0-b3b9-7e2b6a32c41d,8741,4229,2948,1.1,AH36,D01,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,468,-,0,0,874,14146,BL02,FB60x5
534261,1e821152-6b1b-4bde-975e-abc79188f8b5,9754,4243,3648,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,866,14146,BL02,FB60x5
534271,1a8df8fa-90af-4984-a70e-02023d6795d6,6047,-3846,2768,2.3,AH36,B17,BI02,BF30,false,stiffner,G01,FR_6,FLAT,463,-,0,0,586,14146,BL02,FB80x8
534279,788f2219-4f13-4e56-8800-b049aa4d52f5,6047,3846,2768,2.3,AH36,B17,BI02,BF30,false,stiffner,G01,FR_6,FLAT,463,-,0,0,586,14146,BL02,FB80x8
534289,bc6f96e0-f18b-4f4f-acfc-4c1a64bcd2fc,6047,3846,3525,5.6,AH36,B16,BF30+30,BI02,false,stiffner,A01,FR_6,FLAT,1110,-,0,0,576,14146,BL02,FB80x8
534299,3dc9ba6a-5389-4db1-9e7c-90045d9db716,10503,-2446,1405,3.5,AH36,B38,BF10,BF10,false,stiffner,G01,FR_10.5,"BENT - 149,999999999104",933,-,0,0,856,14146,BL02,FB60x8
534073,7184f2d6-152e-47c4-ba8e-03ee63bcf8d7,7226,1620,1533,325.1,AH36,D01,-,-,false,part,G01,SHELL,BENT UNREGULAR,0,-,0,0,7001,14146,BL02,THK15
534083,f7bdf3f8-46e3-455a-ac07-98d16371db18,12209,3219,1294,4.2,AH36,B52,-,-,false,part,G01,FIN_STUCTURES,FLAT,0,-,0,0,296,14146,BL02,THK12
534093,5fc6646a-092d-4858-b3f6-09e39efacc0e,12504,-784,903,24.7,AH36,B47,-,-,false,part,G01,FR_12.5,FLAT,0,-,0,0,236,14146,BL02,THK7
534103,f33602a5-5b6f-4fb5-9eca-2b325052c402,8103,216,3133,218.9,AH36,B27,-,-,false,part,G01,FR_8+100,FLAT,0,-,0,0,148,14146,BL02,THK5
534112,3a9cf6f7-8333-4084-990c-f90064860258,7004,2475,1876,2.7,AH36,B20,BF10,BF10,false,stiffner,G01,FR_7,BENT UNREGULAR,726,-,0,0,630,14146,BL02,FB60x8
534121,1dbf5c09-d70c-4326-b3d9-3f6fa09e1d4f,6496,-4137,2482,0.1,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,336,14146,BL02,THK7
534129,27abedc3-a948-4a4a-8079-88a4278ebd2f,10960,716,4436,3.8,AH36,E05,BF10,BF10,false,stiffner,G01,H.4550,FLAT,1007,-,0,0,739,14146,BL02,FB60x8
534138,aafc0ca0-963b-451d-b2ca-821b294d3c7c,11001,-1076,4509,7.1,AH36,E05,-,-,false,part,G01,H.4550,FLAT,0,-,0,0,267,14146,BL02,THK7
534148,36eaed4c-0fdf-4c30-8d6c-617e732afd02,13496,-1146,436,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,333,14146,BL02,THK7
534158,0c38c653-c259-42fb-bc59-64c7765d918e,10423,-2129,4668,0.1,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,328,14146,BL02,THK7
534168,1c5f1a5a-9c3e-4434-bcc6-55c4e475e0a9,5996,3786,4633,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,325,14146,BL02,THK7
534177,c532c554-ec47-4c1a-9009-5946747dfc10,13503,-3341,1792,94.3,AH36,B50,-,-,false,part,G01,FR_13.5,FLAT,0,-,0,0,227,14146,BL02,THK7
534187,91cf2e0c-9efd-4c03-8334-f628462b1ea2,12796,-3180,1147,285.9,AH36,D01,-,-,false,part,G01,SHELL,BENT UNREGULAR,0,-,0,0,7006,14146,BL02,THK15
534195,f9398ef1-5c22-4aa7-9a19-1e8a1be74fc5,6497,2877,1915,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,317,14146,BL02,THK7
534205,f3c09751-d337-48ee-bb97-505a613a8039,11977,-355,857,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,313,14146,BL02,THK10
534214,857ae825-1f4e-487e-a4e9-d4bf863de27f,7754,-4227,3718,1,AH36,D02,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,862,14146,BL02,FB60x5
534224,101bec8c-1097-4725-be09-9aac52bf46d3,12254,-4254,2948,1,AH36,D01,BI02,BI02,false,stiffner,G01,SHELL,BENT UNREGULAR,443,-,0,0,881,14146,BL02,FB60x5
534074,bc2c4d8d-c52a-4008-ac52-51c0df5d4825,12504,2391,1282,4.6,AH36,B47,BF10,BF10,false,stiffner,G01,FR_12.5,"BENT - 150,000000000092",1218,-,0,0,790,14146,BL02,FB60x8
534085,de435390-6e01-4466-9dba-cd0fbba2465a,6047,-2564,2086,1.6,AH36,B17,BI02,BF30,false,stiffner,G01,FR_6,FLAT,327,-,0,0,657,14146,BL02,FB80x8
534096,9c3676f3-2cc7-4adf-823d-4d5903ae0f95,10731,-2156,4559,67.7,AH36,B51,-,-,false,part,G01,LONG_2160SB,FLAT,0,-,0,0,262,14146,BL02,THK8
534106,1f718f90-73ff-4486-bb45-8162cedce590,6004,3350,3687,134.4,AH36,B16,-,-,false,part,A02,FR_6,FLAT,0,-,0,0,72,14146,BL02,THK7
534116,209415da-c261-4666-bf64-c576dc5927e9,7003,3275,2036,3.3,AH36,B20,BF10,BF10,false,stiffner,G01,FR_7,"BENT - 200,000000000554",875,-,0,0,851,14146,BL02,FB60x8
534128,cd0f59d4-24c3-4c53-81e2-d3c43ffac30e,10960,1796,4436,3.8,AH36,E05,BF10,BF10,false,stiffner,G01,H.4550,FLAT,1007,-,0,0,739,14146,BL02,FB60x8
534139,36349e8e-c912-4a56-ae1d-4b0aed9af425,11001,-1436,4509,7.1,AH36,E05,-,-,false,part,G01,H.4550,FLAT,0,-,0,0,267,14146,BL02,THK7
534150,3c354b14-2f40-4160-9f77-cd4e0f38061f,13497,-3696,1401,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,332,14146,BL02,THK7
534163,e687f982-9863-4699-87c1-739363725e1b,7497,-1013,1409,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,132,14146,BL02,THK7
534173,c0c10b73-b5ee-4cc5-a264-f6c8cd4d563f,5997,-2597,1925,0.2,AH36,*,-,-,false,part,G01,MISC,FLAT,0,-,0,0,127,14146,BL02,THK7
